idx,true_label,true_name,pred_label,pred_name,correct,p_axion,p_cdm,p_no_sub,img_mean,img_std,img_max,img_snr
1062,1,cdm,1,cdm,1,0.1324,0.8667,0.0009,0.0327,0.1061,1.0000,9.43
1063,2,no_sub,2,no_sub,1,0.0040,0.1936,0.8024,0.0342,0.1123,1.0000,8.90
1064,2,no_sub,2,no_sub,1,0.0018,0.0627,0.9355,0.0287,0.0958,1.0000,10.44
1065,1,cdm,1,cdm,1,0.1283,0.8714,0.0003,0.0323,0.1048,1.0000,9.54
1066,1,cdm,1,cdm,1,0.0700,0.9257,0.0043,0.0426,0.1368,1.0000,7.31
1067,2,no_sub,2,no_sub,1,0.0035,0.1260,0.8705,0.0274,0.0939,1.0000,10.65
1068,0,axion,0,axion,1,0.9136,0.0863,0.0001,0.0280,0.0950,1.0000,10.53
1069,0,axion,0,axion,1,0.9822,0.0177,0.0000,0.0292,0.0968,1.0000,10.33
1070,2,no_sub,2,no_sub,1,0.0017,0.0832,0.9152,0.0446,0.1477,1.0000,6.77
1071,1,cdm,1,cdm,1,0.1500,0.8498,0.0002,0.0479,0.1523,1.0000,6.56
1072,2,no_sub,2,no_sub,1,0.0057,0.1789,0.8154,0.0249,0.0863,1.0000,11.59
1073,2,no_sub,2,no_sub,1,0.0053,0.2468,0.7479,0.0286,0.0959,1.0000,10.43
1074,0,axion,0,axion,1,0.9372,0.0627,0.0001,0.0270,0.0929,1.0000,10.77
1075,2,no_sub,2,no_sub,1,0.0010,0.0440,0.9550,0.0324,0.1052,1.0000,9.50
1076,1,cdm,1,cdm,1,0.1603,0.8395,0.0002,0.0314,0.1021,1.0000,9.80
1077,1,cdm,1,cdm,1,0.1043,0.8952,0.0005,0.0251,0.0899,1.0000,11.12
1078,1,cdm,1,cdm,1,0.1086,0.8911,0.0002,0.0267,0.0909,1.0000,11.00
1079,2,no_sub,2,no_sub,1,0.0055,0.1855,0.8090,0.0274,0.0930,1.0000,10.75
1080,2,no_sub,2,no_sub,1,0.0178,0.3921,0.5901,0.0213,0.0789,1.0000,12.68
1081,0,axion,1,cdm,0,0.1297,0.8687,0.0016,0.0409,0.1322,1.0000,7.56
1082,2,no_sub,2,no_sub,1,0.0017,0.0549,0.9434,0.0310,0.1020,1.0000,9.80
1083,2,no_sub,2,no_sub,1,0.0064,0.3616,0.6320,0.0364,0.1179,1.0000,8.48
1084,0,axion,0,axion,1,0.9816,0.0183,0.0001,0.0271,0.0949,1.0000,10.54
1085,0,axion,0,axion,1,0.9160,0.0839,0.0001,0.0271,0.0926,1.0000,10.79
1086,2,no_sub,2,no_sub,1,0.0058,0.1941,0.8002,0.0240,0.0837,1.0000,11.95
1087,0,axion,1,cdm,0,0.4716,0.5257,0.0027,0.0191,0.0766,1.0000,13.05
1088,2,no_sub,2,no_sub,1,0.0034,0.1941,0.8025,0.0472,0.1568,1.0000,6.38
1089,1,cdm,1,cdm,1,0.0235,0.8760,0.1005,0.0375,0.1205,1.0000,8.30
1090,1,cdm,1,cdm,1,0.0819,0.9161,0.0020,0.0308,0.1040,1.0000,9.61
1091,0,axion,0,axion,1,0.9350,0.0649,0.0001,0.0272,0.0941,1.0000,10.62
1092,1,cdm,0,axion,0,0.5874,0.4125,0.0001,0.0236,0.0843,1.0000,11.86
1093,1,cdm,0,axion,0,0.5758,0.4241,0.0002,0.0229,0.0795,1.0000,12.58
1094,1,cdm,1,cdm,1,0.0440,0.9366,0.0194,0.0268,0.0896,1.0000,11.16
1095,1,cdm,1,cdm,1,0.0299,0.9485,0.0217,0.0365,0.1161,1.0000,8.61
1096,0,axion,0,axion,1,0.5176,0.4823,0.0001,0.0276,0.0927,1.0000,10.79
1097,0,axion,0,axion,1,0.9956,0.0043,0.0001,0.0308,0.1001,1.0000,9.99
1098,1,cdm,1,cdm,1,0.3498,0.6501,0.0001,0.0301,0.0953,1.0000,10.49
1099,0,axion,0,axion,1,0.7273,0.2726,0.0001,0.0311,0.1017,1.0000,9.84
1100,2,no_sub,2,no_sub,1,0.0060,0.2702,0.7237,0.0292,0.0975,1.0000,10.25
1101,1,cdm,1,cdm,1,0.0612,0.9385,0.0003,0.0315,0.1029,1.0000,9.72
1102,0,axion,0,axion,1,0.9963,0.0036,0.0001,0.0327,0.1057,1.0000,9.46
1103,0,axion,0,axion,1,0.9788,0.0211,0.0001,0.0443,0.1440,1.0000,6.95
1104,2,no_sub,2,no_sub,1,0.0060,0.2321,0.7619,0.0264,0.0909,1.0000,11.01
1105,0,axion,0,axion,1,0.9949,0.0050,0.0001,0.0328,0.1065,1.0000,9.39
1106,1,cdm,1,cdm,1,0.1672,0.8323,0.0005,0.0229,0.0836,1.0000,11.97
1107,0,axion,0,axion,1,0.9520,0.0469,0.0011,0.0188,0.0749,1.0000,13.36
1108,2,no_sub,2,no_sub,1,0.0057,0.1681,0.8262,0.0236,0.0846,1.0000,11.81
1109,2,no_sub,2,no_sub,1,0.0088,0.3063,0.6849,0.0268,0.0930,1.0000,10.75
1110,2,no_sub,2,no_sub,1,0.0014,0.0882,0.9104,0.0420,0.1361,1.0000,7.35
1111,0,axion,1,cdm,0,0.1636,0.8310,0.0053,0.0218,0.0818,1.0000,12.22
1112,2,no_sub,2,no_sub,1,0.0044,0.2347,0.7609,0.0293,0.1007,1.0000,9.93
1113,1,cdm,1,cdm,1,0.0800,0.9198,0.0002,0.0359,0.1128,1.0000,8.86
1114,1,cdm,1,cdm,1,0.0893,0.9082,0.0024,0.0246,0.0839,1.0000,11.92
1115,2,no_sub,2,no_sub,1,0.0031,0.1237,0.8733,0.0341,0.1103,1.0000,9.06
1116,2,no_sub,2,no_sub,1,0.0046,0.3238,0.6716,0.0436,0.1421,1.0000,7.04
1117,2,no_sub,1,cdm,0,0.0090,0.5339,0.4571,0.0338,0.1106,1.0000,9.04
1118,1,cdm,1,cdm,1,0.0161,0.9660,0.0179,0.0339,0.1101,1.0000,9.08
1119,2,no_sub,2,no_sub,1,0.0165,0.3816,0.6019,0.0215,0.0792,1.0000,12.62
1120,0,axion,0,axion,1,0.9243,0.0757,0.0001,0.0283,0.0982,1.0000,10.18
1121,2,no_sub,2,no_sub,1,0.0092,0.1972,0.7936,0.0226,0.0828,1.0000,12.08
1122,1,cdm,1,cdm,1,0.0779,0.9166,0.0055,0.0394,0.1266,1.0000,7.90
1123,0,axion,0,axion,1,0.5217,0.4782,0.0001,0.0295,0.0984,1.0000,10.17
1124,0,axion,0,axion,1,0.9940,0.0059,0.0001,0.0294,0.0990,1.0000,10.10
1125,1,cdm,1,cdm,1,0.0955,0.9043,0.0002,0.0292,0.0967,1.0000,10.34
1126,2,no_sub,2,no_sub,1,0.0022,0.0914,0.9064,0.0308,0.1030,1.0000,9.70
1127,0,axion,1,cdm,0,0.1851,0.8145,0.0003,0.0330,0.1064,1.0000,9.40
1128,1,cdm,1,cdm,1,0.0804,0.9190,0.0005,0.0475,0.1535,1.0000,6.52
1129,2,no_sub,2,no_sub,1,0.0035,0.1244,0.8721,0.0259,0.0905,1.0000,11.04
1130,0,axion,0,axion,1,0.9945,0.0054,0.0001,0.0333,0.1092,1.0000,9.16
1131,2,no_sub,1,cdm,0,0.0088,0.9171,0.0741,0.0372,0.1221,1.0000,8.19
1132,1,cdm,1,cdm,1,0.1040,0.8951,0.0009,0.0370,0.1193,1.0000,8.38
1133,1,cdm,1,cdm,1,0.0190,0.8730,0.1079,0.0480,0.1589,1.0000,6.29
1134,0,axion,0,axion,1,0.5495,0.4504,0.0001,0.0278,0.0946,1.0000,10.58
1135,0,axion,0,axion,1,0.9449,0.0550,0.0001,0.0208,0.0793,1.0000,12.61
1136,0,axion,0,axion,1,0.9786,0.0213,0.0001,0.0270,0.0909,1.0000,11.00
1137,0,axion,0,axion,1,0.8947,0.1053,0.0001,0.0254,0.0914,1.0000,10.94
1138,2,no_sub,2,no_sub,1,0.0016,0.0466,0.9518,0.0315,0.1031,1.0000,9.70
1139,2,no_sub,2,no_sub,1,0.0042,0.1660,0.8298,0.0293,0.0987,1.0000,10.13
1140,2,no_sub,2,no_sub,1,0.0119,0.4628,0.5253,0.0252,0.0881,1.0000,11.35
1141,2,no_sub,2,no_sub,1,0.0017,0.0564,0.9418,0.0295,0.0981,1.0000,10.19
1142,2,no_sub,2,no_sub,1,0.0060,0.2990,0.6949,0.0371,0.1203,1.0000,8.31
1143,1,cdm,1,cdm,1,0.0622,0.8937,0.0441,0.0284,0.0946,1.0000,10.57
1144,0,axion,0,axion,1,0.9940,0.0059,0.0001,0.0292,0.0974,1.0000,10.26
1145,2,no_sub,2,no_sub,1,0.0013,0.0421,0.9566,0.0272,0.0914,1.0000,10.94
1146,2,no_sub,1,cdm,0,0.0085,0.5383,0.4531,0.0335,0.1103,1.0000,9.06
1147,1,cdm,1,cdm,1,0.0251,0.9268,0.0481,0.0398,0.1285,1.0000,7.78
1148,1,cdm,1,cdm,1,0.0672,0.9298,0.0030,0.0340,0.1104,1.0000,9.06
1149,0,axion,0,axion,1,0.9191,0.0808,0.0001,0.0230,0.0846,1.0000,11.82
1150,0,axion,0,axion,1,0.9870,0.0130,0.0000,0.0350,0.1145,1.0000,8.74
1151,0,axion,0,axion,1,0.9261,0.0739,0.0000,0.0304,0.1037,1.0000,9.64
1152,2,no_sub,1,cdm,0,0.0086,0.5968,0.3946,0.0480,0.1580,1.0000,6.33
1153,2,no_sub,2,no_sub,1,0.0290,0.3909,0.5801,0.0203,0.0784,1.0000,12.75
1154,2,no_sub,2,no_sub,1,0.0039,0.1763,0.8199,0.0293,0.1001,1.0000,9.99
1155,0,axion,0,axion,1,0.9738,0.0261,0.0001,0.0339,0.1102,1.0000,9.08
1156,1,cdm,1,cdm,1,0.1583,0.8415,0.0002,0.0239,0.0875,1.0000,11.43
1157,2,no_sub,2,no_sub,1,0.0016,0.0533,0.9451,0.0258,0.0882,1.0000,11.34
1158,1,cdm,1,cdm,1,0.0734,0.9262,0.0005,0.0320,0.1030,1.0000,9.71
1159,0,axion,0,axion,1,0.9499,0.0500,0.0001,0.0246,0.0873,1.0000,11.45
1160,0,axion,0,axion,1,0.9908,0.0091,0.0001,0.0301,0.1022,1.0000,9.79
1161,1,cdm,1,cdm,1,0.0759,0.9210,0.0031,0.0392,0.1257,1.0000,7.96
1162,2,no_sub,2,no_sub,1,0.0190,0.3616,0.6193,0.0206,0.0773,1.0000,12.94
1163,2,no_sub,2,no_sub,1,0.0041,0.2406,0.7553,0.0340,0.1110,1.0000,9.01
1164,1,cdm,1,cdm,1,0.1288,0.8710,0.0002,0.0299,0.0987,1.0000,10.14
1165,2,no_sub,2,no_sub,1,0.0031,0.0834,0.9135,0.0270,0.0921,1.0000,10.85
1166,2,no_sub,2,no_sub,1,0.0042,0.1296,0.8662,0.0279,0.0952,1.0000,10.50
1167,1,cdm,2,no_sub,0,0.0097,0.2836,0.7067,0.0268,0.0930,1.0000,10.75
1168,0,axion,0,axion,1,0.9319,0.0680,0.0001,0.0218,0.0826,1.0000,12.11
1169,0,axion,1,cdm,0,0.1247,0.8749,0.0004,0.0238,0.0844,1.0000,11.84
1170,0,axion,0,axion,1,0.9944,0.0055,0.0001,0.0283,0.0944,1.0000,10.60
1171,2,no_sub,2,no_sub,1,0.0034,0.1935,0.8031,0.0350,0.1142,1.0000,8.76
1172,2,no_sub,2,no_sub,1,0.0133,0.3404,0.6464,0.0238,0.0869,1.0000,11.51
1173,0,axion,1,cdm,0,0.4794,0.5205,0.0001,0.0352,0.1136,1.0000,8.81
1174,1,cdm,1,cdm,1,0.0815,0.9172,0.0014,0.0297,0.0980,1.0000,10.20
1175,1,cdm,1,cdm,1,0.0799,0.9189,0.0012,0.0306,0.1012,1.0000,9.88
1176,0,axion,0,axion,1,0.9613,0.0386,0.0001,0.0234,0.0851,1.0000,11.76
1177,1,cdm,1,cdm,1,0.0971,0.9027,0.0002,0.0274,0.0939,1.0000,10.65
1178,1,cdm,1,cdm,1,0.0365,0.9605,0.0030,0.0310,0.1015,1.0000,9.85
1179,1,cdm,0,axion,0,0.6062,0.3937,0.0001,0.0235,0.0826,1.0000,12.11
1180,1,cdm,1,cdm,1,0.0909,0.9079,0.0012,0.0304,0.1001,1.0000,9.99
1181,0,axion,0,axion,1,0.9969,0.0030,0.0001,0.0321,0.1044,1.0000,9.58
1182,0,axion,0,axion,1,0.9692,0.0307,0.0000,0.0293,0.0974,1.0000,10.27
1183,2,no_sub,1,cdm,0,0.0495,0.5368,0.4137,0.0193,0.0774,1.0000,12.93
1184,1,cdm,1,cdm,1,0.0368,0.9495,0.0136,0.0357,0.1145,1.0000,8.74
1185,1,cdm,1,cdm,1,0.0254,0.8903,0.0843,0.0297,0.0994,1.0000,10.06
1186,1,cdm,1,cdm,1,0.1263,0.8735,0.0002,0.0246,0.0863,1.0000,11.59
1187,1,cdm,1,cdm,1,0.2119,0.7878,0.0003,0.0335,0.1080,1.0000,9.26
1188,1,cdm,1,cdm,1,0.0463,0.9505,0.0032,0.0306,0.1016,1.0000,9.84
1189,0,axion,0,axion,1,0.9797,0.0203,0.0000,0.0302,0.0998,1.0000,10.02
1190,1,cdm,1,cdm,1,0.1353,0.8645,0.0002,0.0292,0.0975,1.0000,10.25
1191,1,cdm,1,cdm,1,0.2377,0.7619,0.0004,0.0227,0.0792,1.0000,12.63
1192,1,cdm,1,cdm,1,0.1774,0.8209,0.0017,0.0207,0.0798,1.0000,12.53
1193,1,cdm,1,cdm,1,0.1390,0.8548,0.0062,0.0232,0.0860,1.0000,11.63
1194,2,no_sub,2,no_sub,1,0.0077,0.2110,0.7813,0.0242,0.0843,1.0000,11.86
1195,1,cdm,1,cdm,1,0.1423,0.8576,0.0002,0.0305,0.1003,1.0000,9.97
1196,1,cdm,1,cdm,1,0.0330,0.9493,0.0177,0.0294,0.0976,1.0000,10.25
1197,0,axion,0,axion,1,0.9982,0.0016,0.0002,0.0464,0.1520,1.0000,6.58
1198,2,no_sub,2,no_sub,1,0.0004,0.0159,0.9837,0.0430,0.1424,1.0000,7.02
1199,2,no_sub,2,no_sub,1,0.0064,0.3176,0.6760,0.0326,0.1064,1.0000,9.40
1200,2,no_sub,2,no_sub,1,0.0034,0.1060,0.8906,0.0239,0.0830,1.0000,12.05
1201,1,cdm,1,cdm,1,0.3262,0.6736,0.0002,0.0218,0.0821,1.0000,12.19
1202,2,no_sub,2,no_sub,1,0.0069,0.3858,0.6073,0.0389,0.1261,1.0000,7.93
1203,0,axion,0,axion,1,0.9880,0.0119,0.0001,0.0262,0.0898,1.0000,11.13
1204,1,cdm,1,cdm,1,0.0238,0.8401,0.1360,0.0243,0.0843,1.0000,11.87
1205,2,no_sub,2,no_sub,1,0.0017,0.1134,0.8849,0.0428,0.1386,1.0000,7.21
1206,0,axion,1,cdm,0,0.2658,0.7340,0.0002,0.0243,0.0844,1.0000,11.85
1207,1,cdm,1,cdm,1,0.1518,0.8480,0.0001,0.0291,0.0957,1.0000,10.45
1208,2,no_sub,2,no_sub,1,0.0092,0.2335,0.7573,0.0237,0.0862,1.0000,11.60
1209,0,axion,0,axion,1,0.9977,0.0022,0.0002,0.0465,0.1517,1.0000,6.59
1210,0,axion,0,axion,1,0.9958,0.0041,0.0001,0.0337,0.1090,1.0000,9.17
1211,0,axion,0,axion,1,0.9889,0.0111,0.0000,0.0314,0.1027,1.0000,9.74
1212,1,cdm,1,cdm,1,0.0958,0.9040,0.0002,0.0247,0.0897,1.0000,11.14
1213,0,axion,1,cdm,0,0.3262,0.6737,0.0001,0.0369,0.1198,1.0000,8.35
1214,2,no_sub,1,cdm,0,0.0440,0.4906,0.4654,0.0191,0.0762,1.0000,13.12
1215,2,no_sub,2,no_sub,1,0.0027,0.1105,0.8868,0.0275,0.0941,1.0000,10.63
1216,0,axion,0,axion,1,0.9733,0.0266,0.0001,0.0235,0.0847,1.0000,11.80
1217,2,no_sub,2,no_sub,1,0.0013,0.0417,0.9570,0.0291,0.0959,1.0000,10.43
1218,0,axion,0,axion,1,0.9704,0.0295,0.0001,0.0245,0.0862,1.0000,11.61
1219,1,cdm,1,cdm,1,0.2816,0.7183,0.0002,0.0236,0.0817,1.0000,12.24
1220,0,axion,0,axion,1,0.9469,0.0530,0.0001,0.0247,0.0887,1.0000,11.27
1221,1,cdm,1,cdm,1,0.1710,0.8276,0.0014,0.0230,0.0858,1.0000,11.66
1222,1,cdm,1,cdm,1,0.0918,0.9079,0.0004,0.0433,0.1385,1.0000,7.22
1223,0,axion,0,axion,1,0.9458,0.0542,0.0001,0.0279,0.0949,1.0000,10.54
1224,2,no_sub,2,no_sub,1,0.0106,0.3553,0.6341,0.0251,0.0901,1.0000,11.10
1225,1,cdm,1,cdm,1,0.1791,0.8208,0.0001,0.0259,0.0908,1.0000,11.01
1226,0,axion,1,cdm,0,0.1356,0.8630,0.0014,0.0277,0.0920,1.0000,10.87
1227,1,cdm,1,cdm,1,0.1054,0.8942,0.0004,0.0343,0.1109,1.0000,9.01
1228,0,axion,1,cdm,0,0.2571,0.7427,0.0002,0.0321,0.1040,1.0000,9.62
1229,2,no_sub,2,no_sub,1,0.0033,0.1203,0.8764,0.0263,0.0894,1.0000,11.18
1230,0,axion,0,axion,1,0.9957,0.0042,0.0001,0.0346,0.1133,1.0000,8.82
1231,0,axion,0,axion,1,0.9939,0.0060,0.0001,0.0347,0.1121,1.0000,8.92
1232,2,no_sub,2,no_sub,1,0.0047,0.1217,0.8737,0.0228,0.0821,1.0000,12.17
1233,0,axion,0,axion,1,0.5704,0.4243,0.0053,0.0183,0.0738,1.0000,13.55
1234,1,cdm,1,cdm,1,0.0200,0.9620,0.0180,0.0372,0.1199,1.0000,8.34
1235,1,cdm,1,cdm,1,0.0686,0.9302,0.0012,0.0265,0.0910,1.0000,10.99
1236,2,no_sub,2,no_sub,1,0.0053,0.2920,0.7027,0.0401,0.1296,1.0000,7.72
1237,0,axion,0,axion,1,0.9333,0.0666,0.0001,0.0256,0.0902,1.0000,11.08
1238,2,no_sub,1,cdm,0,0.0068,0.5358,0.4574,0.0364,0.1188,1.0000,8.42
1239,1,cdm,1,cdm,1,0.1973,0.8024,0.0003,0.0386,0.1233,1.0000,8.11
1240,2,no_sub,2,no_sub,1,0.0057,0.4425,0.5517,0.0352,0.1155,1.0000,8.66
1241,1,cdm,1,cdm,1,0.0365,0.9096,0.0539,0.0429,0.1400,1.0000,7.14
1242,1,cdm,1,cdm,1,0.0196,0.9761,0.0043,0.0336,0.1084,1.0000,9.23
1243,2,no_sub,2,no_sub,1,0.0171,0.4320,0.5509,0.0239,0.0881,1.0000,11.35
1244,2,no_sub,2,no_sub,1,0.0032,0.0804,0.9165,0.0227,0.0812,1.0000,12.32
1245,0,axion,0,axion,1,0.9973,0.0026,0.0001,0.0308,0.1007,1.0000,9.93
1246,0,axion,1,cdm,0,0.1666,0.8333,0.0002,0.0277,0.0937,1.0000,10.67
1247,1,cdm,1,cdm,1,0.0986,0.9010,0.0004,0.0274,0.0932,1.0000,10.73
1248,2,no_sub,1,cdm,0,0.0088,0.5208,0.4704,0.0397,0.1284,1.0000,7.79
1249,0,axion,0,axion,1,0.8421,0.1578,0.0001,0.0235,0.0824,1.0000,12.14
1250,2,no_sub,2,no_sub,1,0.0064,0.4078,0.5858,0.0425,0.1377,1.0000,7.26
1251,1,cdm,1,cdm,1,0.0953,0.9044,0.0002,0.0281,0.0962,1.0000,10.39
1252,0,axion,0,axion,1,0.9728,0.0271,0.0001,0.0240,0.0838,1.0000,11.93
1253,0,axion,0,axion,1,0.9818,0.0182,0.0000,0.0341,0.1097,1.0000,9.11
1254,1,cdm,1,cdm,1,0.0934,0.9058,0.0007,0.0386,0.1237,1.0000,8.09
1255,2,no_sub,2,no_sub,1,0.0036,0.0907,0.9056,0.0236,0.0845,1.0000,11.83
1256,0,axion,0,axion,1,0.7678,0.2321,0.0001,0.0233,0.0825,1.0000,12.12
1257,2,no_sub,2,no_sub,1,0.0055,0.2608,0.7337,0.0280,0.0951,1.0000,10.51
1258,1,cdm,1,cdm,1,0.1757,0.8242,0.0001,0.0342,0.1117,1.0000,8.95
1259,1,cdm,1,cdm,1,0.0775,0.9222,0.0003,0.0274,0.0926,1.0000,10.80
1260,0,axion,1,cdm,0,0.3879,0.6120,0.0001,0.0312,0.1017,1.0000,9.83
1261,1,cdm,1,cdm,1,0.2857,0.7142,0.0001,0.0257,0.0911,1.0000,10.98
1262,1,cdm,1,cdm,1,0.0406,0.9553,0.0041,0.0288,0.0978,1.0000,10.22
1263,0,axion,0,axion,1,0.9680,0.0319,0.0001,0.0259,0.0896,1.0000,11.16
1264,2,no_sub,2,no_sub,1,0.0058,0.4148,0.5794,0.0360,0.1178,1.0000,8.49
1265,0,axion,0,axion,1,0.9507,0.0493,0.0000,0.0304,0.1027,1.0000,9.73
1266,0,axion,1,cdm,0,0.1270,0.8728,0.0002,0.0268,0.0937,1.0000,10.67
1267,1,cdm,1,cdm,1,0.1344,0.8654,0.0002,0.0297,0.0996,1.0000,10.04
1268,1,cdm,1,cdm,1,0.1444,0.8554,0.0003,0.0345,0.1107,1.0000,9.03
1269,1,cdm,1,cdm,1,0.1318,0.8673,0.0009,0.0376,0.1214,1.0000,8.24
1270,0,axion,1,cdm,0,0.1388,0.8608,0.0003,0.0266,0.0902,1.0000,11.08
1271,2,no_sub,2,no_sub,1,0.0059,0.2332,0.7608,0.0267,0.0916,1.0000,10.91
1272,1,cdm,1,cdm,1,0.0292,0.9633,0.0074,0.0439,0.1418,1.0000,7.05
1273,0,axion,1,cdm,0,0.1073,0.8923,0.0003,0.0260,0.0909,1.0000,11.01
1274,0,axion,1,cdm,0,0.1980,0.8018,0.0002,0.0329,0.1069,1.0000,9.36
1275,1,cdm,1,cdm,1,0.1279,0.8715,0.0006,0.0348,0.1118,1.0000,8.95
1276,0,axion,0,axion,1,0.9661,0.0339,0.0001,0.0252,0.0900,1.0000,11.12
1277,0,axion,0,axion,1,0.9014,0.0986,0.0001,0.0258,0.0922,1.0000,10.85
1278,0,axion,1,cdm,0,0.1582,0.8415,0.0003,0.0299,0.0986,1.0000,10.14
1279,2,no_sub,2,no_sub,1,0.0086,0.2413,0.7501,0.0266,0.0926,1.0000,10.80
1280,1,cdm,1,cdm,1,0.1794,0.8204,0.0002,0.0268,0.0932,1.0000,10.72
1281,2,no_sub,2,no_sub,1,0.0027,0.1260,0.8713,0.0339,0.1107,1.0000,9.04
1282,0,axion,0,axion,1,0.9968,0.0031,0.0001,0.0364,0.1171,1.0000,8.54
1283,2,no_sub,2,no_sub,1,0.0049,0.2964,0.6987,0.0395,0.1276,1.0000,7.84
1284,2,no_sub,2,no_sub,1,0.0013,0.0545,0.9442,0.0360,0.1175,1.0000,8.51
1285,2,no_sub,2,no_sub,1,0.0033,0.1173,0.8794,0.0279,0.0949,1.0000,10.54
1286,2,no_sub,2,no_sub,1,0.0057,0.1498,0.8445,0.0247,0.0864,1.0000,11.57
1287,1,cdm,1,cdm,1,0.1191,0.8806,0.0003,0.0229,0.0815,1.0000,12.27
1288,0,axion,0,axion,1,0.9937,0.0062,0.0000,0.0355,0.1152,1.0000,8.68
1289,0,axion,0,axion,1,0.9951,0.0048,0.0001,0.0242,0.0856,1.0000,11.68
1290,1,cdm,1,cdm,1,0.0840,0.9157,0.0003,0.0403,0.1262,1.0000,7.92
1291,1,cdm,1,cdm,1,0.0946,0.9051,0.0002,0.0270,0.0928,1.0000,10.78
1292,2,no_sub,2,no_sub,1,0.0018,0.0524,0.9458,0.0242,0.0837,1.0000,11.95
1293,0,axion,0,axion,1,0.9724,0.0276,0.0000,0.0318,0.1050,1.0000,9.53
1294,1,cdm,1,cdm,1,0.4879,0.5120,0.0001,0.0284,0.0967,1.0000,10.34
1295,0,axion,0,axion,1,0.9933,0.0066,0.0001,0.0309,0.1014,1.0000,9.86
1296,1,cdm,1,cdm,1,0.0675,0.9290,0.0035,0.0262,0.0903,1.0000,11.07
1297,0,axion,0,axion,1,0.9933,0.0066,0.0001,0.0243,0.0832,1.0000,12.02
1298,2,no_sub,1,cdm,0,0.0170,0.5549,0.4280,0.0239,0.0858,1.0000,11.65
1299,1,cdm,1,cdm,1,0.1706,0.8291,0.0002,0.0297,0.0977,1.0000,10.24
1300,2,no_sub,2,no_sub,1,0.0054,0.3008,0.6938,0.0324,0.1062,1.0000,9.42
1301,1,cdm,1,cdm,1,0.1831,0.8164,0.0005,0.0205,0.0788,1.0000,12.70
1302,2,no_sub,2,no_sub,1,0.0087,0.2415,0.7498,0.0247,0.0888,1.0000,11.27
1303,2,no_sub,2,no_sub,1,0.0036,0.1864,0.8100,0.0393,0.1277,1.0000,7.83
1304,2,no_sub,2,no_sub,1,0.0032,0.1869,0.8099,0.0426,0.1390,1.0000,7.19
1305,2,no_sub,2,no_sub,1,0.0034,0.1883,0.8083,0.0449,0.1478,1.0000,6.77
1306,1,cdm,1,cdm,1,0.1628,0.8368,0.0004,0.0393,0.1265,1.0000,7.90
1307,1,cdm,1,cdm,1,0.1700,0.8297,0.0003,0.0223,0.0820,1.0000,12.19
1308,2,no_sub,2,no_sub,1,0.0030,0.1387,0.8583,0.0354,0.1152,1.0000,8.68
1309,2,no_sub,2,no_sub,1,0.0053,0.4557,0.5390,0.0376,0.1221,1.0000,8.19
1310,1,cdm,1,cdm,1,0.1630,0.8368,0.0002,0.0268,0.0939,1.0000,10.65
1311,2,no_sub,2,no_sub,1,0.0089,0.3398,0.6513,0.0251,0.0875,1.0000,11.43
1312,1,cdm,1,cdm,1,0.0259,0.9505,0.0236,0.0281,0.0961,1.0000,10.41
1313,0,axion,0,axion,1,0.9972,0.0027,0.0001,0.0311,0.1015,1.0000,9.85
1314,0,axion,0,axion,1,0.9814,0.0186,0.0000,0.0282,0.0949,1.0000,10.54
1315,0,axion,0,axion,1,0.9846,0.0153,0.0001,0.0305,0.0996,1.0000,10.04
1316,1,cdm,1,cdm,1,0.3384,0.6614,0.0002,0.0212,0.0792,1.0000,12.63
1317,0,axion,0,axion,1,0.9677,0.0316,0.0007,0.0187,0.0739,1.0000,13.52
1318,1,cdm,1,cdm,1,0.0469,0.9460,0.0072,0.0367,0.1187,1.0000,8.42
1319,1,cdm,1,cdm,1,0.1255,0.8741,0.0003,0.0321,0.1039,1.0000,9.63
1320,1,cdm,1,cdm,1,0.1884,0.8107,0.0009,0.0359,0.1156,1.0000,8.65
1321,2,no_sub,2,no_sub,1,0.0039,0.1763,0.8197,0.0336,0.1095,1.0000,9.13
1322,0,axion,0,axion,1,0.9215,0.0785,0.0000,0.0365,0.1171,1.0000,8.54
1323,2,no_sub,2,no_sub,1,0.0077,0.4422,0.5501,0.0376,0.1215,1.0000,8.23
1324,2,no_sub,2,no_sub,1,0.0215,0.4666,0.5119,0.0230,0.0854,1.0000,11.71
1325,1,cdm,1,cdm,1,0.4735,0.5264,0.0001,0.0265,0.0920,1.0000,10.87
1326,0,axion,0,axion,1,0.9869,0.0130,0.0001,0.0207,0.0788,1.0000,12.69
1327,2,no_sub,2,no_sub,1,0.0034,0.1637,0.8330,0.0291,0.0995,1.0000,10.05
1328,2,no_sub,2,no_sub,1,0.0060,0.1729,0.8212,0.0244,0.0847,1.0000,11.81
1329,0,axion,0,axion,1,0.9333,0.0666,0.0001,0.0216,0.0821,1.0000,12.19
1330,2,no_sub,1,cdm,0,0.0097,0.5368,0.4535,0.0323,0.1064,1.0000,9.40
1331,0,axion,0,axion,1,0.9951,0.0049,0.0001,0.0261,0.0879,1.0000,11.37
1332,0,axion,0,axion,1,0.9954,0.0045,0.0001,0.0259,0.0904,1.0000,11.06
1333,1,cdm,1,cdm,1,0.0571,0.9425,0.0005,0.0478,0.1567,1.0000,6.38
1334,0,axion,0,axion,1,0.9808,0.0191,0.0001,0.0218,0.0819,1.0000,12.21
